Information Type LHS,Information Type RHS,Relation
products,device model number,unrelated
products,device name,unrelated
products,device numbers,unrelated
products,device operating system,unrelated
products,device sensor data,unrelated
products,device type,unrelated
products,device-related data,unrelated
products,device-related information,unrelated
products,device-specific information,unrelated
products,devices hardware,unrelated
products,devices internet protocol,unrelated
products,devices mac address,unrelated
products,devices software,unrelated
products,diagnostic information,unrelated
products,did,unrelated
products,domain name,unrelated
products,domain names,unrelated
products,domain types,unrelated
products,dump reports,unrelated
products,ethernet mac address,unrelated
products,event,unrelated
products,exit pages,unrelated
products,forwarding numbers,unrelated
products,friends information,unrelated
products,functions,unrelated
products,game activity date,unrelated
products,game progress,unrelated
products,game state,unrelated
products,game system,unrelated
products,game usage information,unrelated
products,general geographic location,unrelated
products,geo-location,unrelated
products,geo-location information,unrelated
products,geographic area,unrelated
products,geographic data,unrelated
products,geographic information,unrelated
products,geographic location,unrelated
products,geographic location information,unrelated
products,global positioning system,unrelated
products,gps information,unrelated
products,gps signals,unrelated
products,hardware,unrelated
products,hardware device id,unrelated
products,hardware information,unrelated
products,hardware log information,unrelated
products,hardware type,unrelated
products,high-level geographic information,unrelated
products,identifiers,unrelated
products,identifying information,unrelated
products,idfa,unrelated
products,imei,unrelated
products,incident data,unrelated
products,information,unrelated
products,installation time,unrelated
products,installed applications,unrelated
products,installed software,unrelated
products,interactions,unrelated
products,internet protocol,unrelated
products,internet protocol address,unrelated
products,internet protocol addresses,unrelated
products,internet service provider,unrelated
products,ip address,unrelated
products,ip addresses,unrelated
products,ip-address,unrelated
products,isp,unrelated
products,language,unrelated
products,language modeling data,unrelated
products,language modeling statistics,unrelated
products,latitude,unrelated
products,learned language data,unrelated
products,location,unrelated
products,location data,unrelated
products,location information,unrelated
products,location tags,unrelated
products,locations,unrelated
products,log data,unrelated
products,log files,unrelated
products,log information,unrelated
products,mac address,unrelated
products,machine,unrelated
products,mcc,unrelated
products,media,unrelated
products,media information,unrelated
products,message,unrelated
products,mobile application version,unrelated
products,mobile country code,unrelated
products,mobile device,unrelated
products,mobile device id,unrelated
products,mobile device identifiers,unrelated
products,mobile device ids,unrelated
products,mobile device information,unrelated
products,mobile device mac addresses,unrelated
products,mobile device model,unrelated
products,mobile device type,unrelated
products,mobile devices unique device id,unrelated
products,mobile devices unique identifier,unrelated
products,mobile hardware device id,unrelated
products,nearby device information,unrelated
products,network information,unrelated
products,network measurements,unrelated
products,network media access control,unrelated
products,network performance,unrelated
products,network type,unrelated
products,non-personal data,unrelated
products,open device identification number,unrelated
products,open udid,unrelated
products,operating system,unrelated
products,operating system information,unrelated
products,operating system type,unrelated
products,operating system version,unrelated
