Information Type LHS,Information Type RHS,Relation
persistent device identifiers,advertiser id,unrelated
persistent device identifiers,advertising id,unrelated
persistent device identifiers,advertising identifier,unrelated
persistent device identifiers,aggregated data,unrelated
persistent device identifiers,aggregated user data,unrelated
persistent device identifiers,analytics information,unrelated
persistent device identifiers,android id,unrelated
persistent device identifiers,anonymized information,unrelated
persistent device identifiers,anonymous demographic information,unrelated
persistent device identifiers,anonymous location data,unrelated
persistent device identifiers,anonymous user usage data,unrelated
persistent device identifiers,apple game center id,unrelated
persistent device identifiers,application information,unrelated
persistent device identifiers,application software,unrelated
persistent device identifiers,application usage information,unrelated
persistent device identifiers,application version number,unrelated
persistent device identifiers,applications,unrelated
persistent device identifiers,approximate geographic location,unrelated
persistent device identifiers,approximate location,unrelated
persistent device identifiers,area code,unrelated
persistent device identifiers,bandwidth,unrelated
persistent device identifiers,battery level,unrelated
persistent device identifiers,bluetooth settings,unrelated
persistent device identifiers,bluetooth signal strength,unrelated
persistent device identifiers,brower language,unrelated
persistent device identifiers,browser,unrelated
persistent device identifiers,browser information,unrelated
persistent device identifiers,browser language,unrelated
persistent device identifiers,browser type,unrelated
persistent device identifiers,browser types,unrelated
persistent device identifiers,calendar entries,unrelated
persistent device identifiers,call date,unrelated
persistent device identifiers,call duration,unrelated
persistent device identifiers,call time,unrelated
persistent device identifiers,call types,unrelated
persistent device identifiers,calling-party number,unrelated
persistent device identifiers,carrier network,unrelated
persistent device identifiers,cell towers,unrelated
persistent device identifiers,chat histories,unrelated
persistent device identifiers,chat text,unrelated
persistent device identifiers,city,unrelated
persistent device identifiers,click count,unrelated
persistent device identifiers,clicks,unrelated
persistent device identifiers,cm browser input,unrelated
persistent device identifiers,coarse location,unrelated
persistent device identifiers,communications,unrelated
persistent device identifiers,computer,unrelated
persistent device identifiers,computer information,unrelated
persistent device identifiers,computer performance,unrelated
persistent device identifiers,computer system information,unrelated
persistent device identifiers,computers operating system,unrelated
persistent device identifiers,contact entries,unrelated
persistent device identifiers,contact folder,unrelated
persistent device identifiers,contact list,unrelated
persistent device identifiers,contacts,unrelated
persistent device identifiers,contacts folder,unrelated
persistent device identifiers,content interactions,unrelated
persistent device identifiers,content viewed,unrelated
persistent device identifiers,cookies,unrelated
persistent device identifiers,country,unrelated
persistent device identifiers,crash events,unrelated
persistent device identifiers,crash reports,unrelated
persistent device identifiers,crashes,unrelated
persistent device identifiers,date,unrelated
persistent device identifiers,datestamp,unrelated
persistent device identifiers,demographic information,unrelated
persistent device identifiers,demographic patterns,unrelated
persistent device identifiers,device brand,unrelated
persistent device identifiers,device capability,unrelated
persistent device identifiers,device characteristics,unrelated
persistent device identifiers,device connection information,unrelated
persistent device identifiers,device event information,unrelated
persistent device identifiers,device language,unrelated
persistent device identifiers,device locations,unrelated
persistent device identifiers,device log information,unrelated
persistent device identifiers,device make,unrelated
persistent device identifiers,device model,unrelated
persistent device identifiers,device model number,unrelated
persistent device identifiers,device name,unrelated
persistent device identifiers,device notifications,unrelated
persistent device identifiers,device operating system,unrelated
persistent device identifiers,device sensor data,unrelated
persistent device identifiers,device type,unrelated
persistent device identifiers,device unique identifier,unrelated
persistent device identifiers,devices hardware,unrelated
persistent device identifiers,devices internet protocol,unrelated
persistent device identifiers,devices mac address,unrelated
persistent device identifiers,devices software,unrelated
persistent device identifiers,devices udid,unrelated
persistent device identifiers,diagnostic information,unrelated
persistent device identifiers,domain name,unrelated
persistent device identifiers,domain names,unrelated
persistent device identifiers,domain servers,unrelated
persistent device identifiers,domain types,unrelated
persistent device identifiers,dump reports,unrelated
persistent device identifiers,ethernet mac address,unrelated
persistent device identifiers,event,unrelated
persistent device identifiers,exit pages,unrelated
persistent device identifiers,feature usage information,unrelated
persistent device identifiers,file requested,unrelated
persistent device identifiers,files,unrelated
persistent device identifiers,forwarding numbers,unrelated
persistent device identifiers,friends contact information,unrelated
persistent device identifiers,friends information,unrelated
persistent device identifiers,functions,unrelated
persistent device identifiers,game activity date,unrelated
persistent device identifiers,game activity time,unrelated
persistent device identifiers,game progress,unrelated
persistent device identifiers,game state,unrelated
persistent device identifiers,game system,unrelated
persistent device identifiers,game usage information,unrelated
persistent device identifiers,general demographic information,unrelated
